user_id,event_type,event_time,product_id,amount
4417b037ed3cd389,profile_update,2023-06-04 18:38:00,P021,2630.74
65086ddd904d5de0,login,2023-06-06 00:38:00,P014,218.24
1b489406560a1c07,login,2023-06-02 13:48:00,P001,2792.22
7bbaab51b203631d,add_to_cart,2023-06-02 04:16:00,P013,2858.78
d81b7026ad55c4d0,logout,2023-06-06 05:13:00,P006,1316.68
5e07c172b37d2665,profile_update,2023-06-04 07:40:00,P020,1664.01
89c196f27cf84a59,login,2023-06-04 23:49:00,P011,1462.7350000000001
3147f0d803e80140,logout,2023-06-04 01:12:00,P015,1316.68
51ef7b5dd03d684f,login,2023-06-06 13:37:00,P005,1524.6
73b4b939728915f8,checkout,2023-06-05 21:01:00,P030,1686.795
73a132f775d7ec0a,profile_update,2023-06-05 14:12:00,P002,1664.01
f833edbd82658252,page_view,2023-06-04 19:04:00,P002,1643.72
6e542f6d1814a828,search,2023-06-02 07:19:00,P009,319.55
7bbaab51b203631d,page_view,2023-06-06 04:31:00,P016,2961.58
7bbaab51b203631d,login,2023-06-02 08:36:00,P025,1736.1
bfdb8c9ad9a94e48,wishlist_add,2023-06-05 00:31:00,P015,2746.07
6e542f6d1814a828,search,2023-06-03 02:46:00,P016,1681.26
29c29d0e36722371,search,2023-06-06 09:35:00,P006,1681.26
cee86406b7e0d25b,wishlist_add,2023-06-03 07:45:00,P023,1727.7150000000001
072a348755cbbc38,page_view,2023-06-05 16:25:00,P017,1643.72
1ca359922db03ead,page_view,2023-06-03 15:44:00,P024,1643.72
87f46ef773f98996,login,2023-06-06 02:39:00,P012,1462.7350000000001
3147f0d803e80140,wishlist_add,2023-06-03 06:40:00,P020,1727.7150000000001
bfdb8c9ad9a94e48,login,2023-06-06 08:27:00,P007,1462.7350000000001
973b5baff9995fcd,checkout,2023-06-01 13:44:00,P003,1686.795
1483fcff29eae192,wishlist_add,2023-06-06 05:08:00,P019,2465.97
4cf5d35ab1510fd0,search,2023-06-03 03:48:00,P028,1681.26
1bf8aa9944b0cc89,search,2023-06-02 03:02:00,P012,2706.02
e9b3c483b014b2d4,profile_update,2023-06-05 06:13:00,P025,2531.88
c62520c15a28ca91,profile_update,2023-06-05 21:17:00,P005,1664.01
d3501804ca752118,page_view,2023-06-03 22:03:00,P012,1258.65
0435180e0c345d38,profile_update,2023-06-05 12:24:00,P006,1664.01
a24dd90c1976665d,login,2023-06-05 03:26:00,P014,1462.7350000000001
de35c29654c2ae02,checkout,2023-06-02 00:34:00,P024,2226.0
7fcf8cb168942910,logout,2023-06-01 19:38:00,P025,1316.68
db97095c5244057d,logout,2023-06-02 03:27:00,P018,1316.68
07224314810e55aa,add_to_cart,2023-06-05 13:09:00,P001,1771.295
bee1fd02d5a9dd45,profile_update,2023-06-03 08:32:00,P024,1207.48
cdcb0911fdefdee7,wishlist_add,2023-06-06 19:14:00,P012,2188.04
e2a9fd0644cc2fe6,login,2023-06-04 13:00:00,P024,2149.66
c8ab700fbe7a7653,wishlist_add,2023-06-04 07:12:00,P023,192.97
73db2985dabd9846,search,2023-06-06 12:40:00,P015,2990.99
6f33348fc0e83439,login,2023-06-06 18:18:00,P018,852.97
88b49e7ad035773c,wishlist_add,2023-06-02 21:08:00,P007,1727.7150000000001
bb60934b16dcc8b8,add_to_cart,2023-06-04 15:37:00,P022,1771.295
1483fcff29eae192,login,2023-06-03 22:12:00,P008,1462.7350000000001
1391f8836e53c7e6,checkout,2023-06-04 07:07:00,P029,705.22
ecfb81a27d4cda04,profile_update,2023-06-03 00:30:00,P016,1664.01
18780c033cc89a26,search,2023-06-04 03:00:00,P002,1681.26
0c80c00c07aa85eb,logout,2023-06-03 21:11:00,P023,1316.68
9ff7050888d4aa91,profile_update,2023-06-01 21:10:00,P023,1664.01
512fa6fdad7e4e0a,add_to_cart,2023-06-04 16:48:00,P017,1770.04
2408278a05de60c6,profile_update,2023-06-01 11:37:00,P029,1522.36
89539c3dab450cd3,login,2023-06-03 04:34:00,P017,1462.7350000000001
cbfcd94a4e1cbdba,search,2023-06-06 15:26:00,P030,1453.52
a5061659b6dcef33,checkout,2023-06-03 00:48:00,P007,1686.795
087a33754f309c57,logout,2023-06-06 01:14:00,P028,1316.68
df7f2321f35831b3,add_to_cart,2023-06-02 14:27:00,P006,1771.295
3ff2a278b60e6e3d,add_to_cart,2023-06-02 17:59:00,P028,792.66
f12202562bfa1744,wishlist_add,2023-06-05 22:52:00,P010,1692.82
8c921d5459468bb7,search,2023-06-05 21:29:00,P020,1681.26
8b6d2c71c6570754,search,2023-06-05 00:09:00,P025,2267.92
f1dabc53266e5aa3,search,2023-06-04 19:20:00,P017,1858.29
96c8a849c341d381,wishlist_add,2023-06-06 04:14:00,P015,661.75
e502c18f1b1ca807,logout,2023-06-01 23:53:00,P016,1383.57
23f9574a126116ca,wishlist_add,2023-06-02 00:20:00,P003,1727.7150000000001
96c8a849c341d381,add_to_cart,2023-06-04 16:19:00,P017,562.54
6ee37d8411e1855e,wishlist_add,2023-06-03 21:10:00,P004,1727.7150000000001
6cf94c500da20a0b,page_view,2023-06-03 13:54:00,P002,801.42
1b8eeed2d94328d6,add_to_cart,2023-06-03 03:39:00,P008,1759.89
f72d477ba2adf5df,logout,2023-06-03 10:23:00,P001,2942.2
2c97e623547bf7b9,wishlist_add,2023-06-06 03:51:00,P010,1727.7150000000001
fa81e687c1b4d0cd,profile_update,2023-06-05 12:01:00,P028,1664.01
3a8675f33892f399,add_to_cart,2023-06-03 00:53:00,P002,1771.295
15a1f3a7a52f3803,login,2023-06-05 08:30:00,P005,1462.7350000000001
d650526346aee940,login,2023-06-03 08:35:00,P023,1542.82
a39baff97780bfe1,add_to_cart,2023-06-05 20:00:00,P005,1771.295
7dbc7283cf70c276,profile_update,2023-06-03 17:32:00,P016,1664.01
b9e9a70f7470ed69,search,2023-06-01 21:18:00,P006,1681.26
61ea3740208d1874,page_view,2023-06-01 17:43:00,P010,859.28
8c921d5459468bb7,search,2023-06-02 20:04:00,P020,1681.26
d8f4e6a2cf6f3ed1,page_view,2023-06-02 04:12:00,P011,672.47
77698987d4dcaa2e,page_view,2023-06-06 10:22:00,P029,1643.72
77698987d4dcaa2e,checkout,2023-06-01 16:07:00,P019,1686.795
0a617f6aad8b74ad,add_to_cart,2023-06-01 18:01:00,P023,1771.295
838d1e459a9e4934,login,2023-06-05 06:51:00,P030,1462.7350000000001
1bb92436c6eedb6b,profile_update,2023-06-06 10:42:00,P006,1664.01
1eca661c6cde4105,page_view,2023-06-06 15:36:00,P010,1143.78
7655d4e27fb56d22,profile_update,2023-06-05 00:41:00,P027,1308.08
16a2955b2aca9515,login,2023-06-03 07:08:00,P019,1462.7350000000001
858c9bb6963c2e6d,logout,2023-06-06 17:28:00,P003,1316.68
81104dfd1b43058c,login,2023-06-04 04:29:00,P028,1462.7350000000001
7345165af78b38d7,logout,2023-06-05 22:19:00,P015,1316.68
1eca661c6cde4105,profile_update,2023-06-06 11:09:00,P003,1664.01
c635742b7bae36b3,search,2023-06-05 20:13:00,P018,815.79
7dbc7283cf70c276,page_view,2023-06-06 12:58:00,P013,1477.68
cee86406b7e0d25b,profile_update,2023-06-03 07:13:00,P024,262.58
17ceaea355240c7d,profile_update,2023-06-05 20:37:00,P012,571.85
1fb213cd384f6729,add_to_cart,2023-06-04 16:11:00,P010,2433.51
81104dfd1b43058c,search,2023-06-02 01:54:00,P018,1769.62
c5e92ed9cb6348c7,search,2023-06-04 21:00:00,P019,2333.77
2c1f1fb390db7db1,profile_update,2023-06-03 21:04:00,P020,1664.01
3d1c62f22a6466b4,wishlist_add,2023-06-05 17:47:00,P029,1727.7150000000001
f23328cb4919aa13,profile_update,2023-06-03 20:25:00,P015,1664.01
a3506997784f4fa1,page_view,2023-06-01 20:57:00,P024,2546.29
7b0e4d7e6c413d33,logout,2023-06-04 19:24:00,P014,2320.57
8b6d2c71c6570754,page_view,2023-06-05 02:24:00,P022,1643.72
a8fb173764e8419b,page_view,2023-06-01 19:08:00,P005,2162.53
104c4e40cb404b4a,login,2023-06-03 21:23:00,P020,1462.7350000000001
1fb213cd384f6729,login,2023-06-06 16:51:00,P029,1462.7350000000001
c1895a973d579bd8,wishlist_add,2023-06-03 08:35:00,P007,1727.7150000000001
6cf94c500da20a0b,login,2023-06-06 06:35:00,P002,1462.7350000000001
07224314810e55aa,wishlist_add,2023-06-02 20:59:00,P017,289.79
65266b306b9d18dc,checkout,2023-06-02 10:27:00,P022,1686.795
de076eb02092fa06,profile_update,2023-06-05 05:46:00,P010,609.84
55d6d4bbbe902dfa,page_view,2023-06-04 22:52:00,P013,502.91
7d22d4f92721cb22,wishlist_add,2023-06-01 15:36:00,P027,1727.7150000000001
0ac5a4619bcbffae,page_view,2023-06-01 08:22:00,P020,899.79
7558910449b9d58e,search,2023-06-04 08:20:00,P022,1681.26
16a2955b2aca9515,logout,2023-06-02 16:51:00,P022,1316.68
f892feb11017f8e1,profile_update,2023-06-03 14:10:00,P021,1664.01
75572023a8745fd5,logout,2023-06-01 22:04:00,P012,1316.68
4d558e9ef19e3129,search,2023-06-05 17:57:00,P003,1681.26
c7518ac9666e0a48,search,2023-06-06 13:24:00,P020,1794.99
913319776ef2219f,add_to_cart,2023-06-03 05:48:00,P028,639.27
78b00ca9bb98d8fa,search,2023-06-06 02:29:00,P017,1235.72
7a46925ab66f03b8,page_view,2023-06-04 21:35:00,P019,1643.72
d3b54d3c910e3dea,login,2023-06-03 23:25:00,P021,1462.7350000000001
960bc83e63f29be6,page_view,2023-06-02 07:29:00,P014,293.63
07224314810e55aa,search,2023-06-01 23:33:00,P006,2885.37
0ac5a4619bcbffae,wishlist_add,2023-06-03 04:44:00,P015,2630.61
1178451350f4b7bf,page_view,2023-06-05 07:02:00,P024,1593.51
89c196f27cf84a59,login,2023-06-02 17:54:00,P021,581.96
b8b1ef4b8e5f419b,search,2023-06-04 21:20:00,P007,560.69
cdcb0911fdefdee7,logout,2023-06-05 05:03:00,P015,574.2
de3e88befa54fdc1,logout,2023-06-02 15:49:00,P001,2253.07
a39baff97780bfe1,login,2023-06-04 18:27:00,P013,1462.7350000000001
c5e92ed9cb6348c7,add_to_cart,2023-06-05 10:50:00,P015,1364.06
28c4cf50d0587f11,profile_update,2023-06-04 06:01:00,P027,1664.01
522872cf3599c692,login,2023-06-04 19:29:00,P009,1812.34
f6cfccef58c0dabc,profile_update,2023-06-05 20:57:00,P016,1567.14
8fced380ec2a56c0,login,2023-06-01 21:21:00,P010,1172.38
d3b54d3c910e3dea,checkout,2023-06-02 17:46:00,P001,2327.37
cfdef1ab8148cdcd,checkout,2023-06-05 23:13:00,P026,615.95
1ca359922db03ead,add_to_cart,2023-06-02 12:08:00,P026,1771.295
c2cefffe781d450e,login,2023-06-06 16:23:00,P027,2416.71
87f46ef773f98996,add_to_cart,2023-06-02 17:35:00,P015,1771.295
28f5c0feb3f93971,add_to_cart,2023-06-05 22:42:00,P030,2176.33
fc09e01ea9d1630e,login,2023-06-03 23:27:00,P027,1696.72
302d2f2c2c28e7b5,profile_update,2023-06-04 17:31:00,P005,1664.01
9ce34a235b733dda,logout,2023-06-05 05:45:00,P028,1055.3
dafcebc1f3e19217,search,2023-06-04 20:28:00,P007,1681.26
53599334c4f1de22,search,2023-06-01 10:52:00,P029,1681.26
60698588206685ce,profile_update,2023-06-04 06:48:00,P017,1158.71
853e5a6174aeff46,login,2023-06-04 05:22:00,P016,1524.34
c0c3d7e3ad5a33a9,page_view,2023-06-05 05:31:00,P008,1530.09
8913ef47ca5aa951,search,2023-06-02 00:45:00,P010,1681.26
21032b5456410749,logout,2023-06-03 20:07:00,P013,1316.68
02d7e9358a810d46,checkout,2023-06-06 16:41:00,P020,1686.795
dc2282c27324fc18,wishlist_add,2023-06-04 16:45:00,P009,1727.7150000000001
28c4cf50d0587f11,logout,2023-06-03 12:13:00,P005,1316.68
8fced380ec2a56c0,logout,2023-06-03 16:25:00,P012,1316.68
3da5e65f41190e7e,logout,2023-06-02 17:22:00,P029,1316.68
42c44862f31c8d09,wishlist_add,2023-06-05 06:13:00,P027,2488.27
1270bfa0b0992e1b,login,2023-06-04 09:00:00,P002,2788.94
858c9bb6963c2e6d,logout,2023-06-02 17:37:00,P029,1316.68
d3501804ca752118,profile_update,2023-06-05 23:22:00,P016,1664.01
0435180e0c345d38,add_to_cart,2023-06-03 21:23:00,P024,1771.295
27c5538a4ec91596,page_view,2023-06-04 09:45:00,P025,2852.8
d8f4e6a2cf6f3ed1,page_view,2023-06-03 15:31:00,P007,1502.13
1bb92436c6eedb6b,checkout,2023-06-02 07:05:00,P013,1763.65
f560bf8f7fb1b76d,logout,2023-06-05 01:58:00,P024,1497.6
bb60934b16dcc8b8,add_to_cart,2023-06-03 05:08:00,P019,1771.295
53599334c4f1de22,search,2023-06-03 16:33:00,P021,1681.26
d7e44baff5ce9b85,checkout,2023-06-03 15:36:00,P002,2811.96
853e5a6174aeff46,profile_update,2023-06-06 06:25:00,P010,1664.01
c0c3d7e3ad5a33a9,profile_update,2023-06-05 13:30:00,P011,1664.01
71f87427dfa47999,wishlist_add,2023-06-05 05:31:00,P009,966.86
da3aeb21531b57eb,checkout,2023-06-04 02:52:00,P010,948.41
7e8635449ca1fa2d,checkout,2023-06-01 13:41:00,P002,2560.3
e748ecd817f1d67f,add_to_cart,2023-06-06 11:43:00,P030,1887.99
03e994e29c20d135,wishlist_add,2023-06-05 18:01:00,P009,1662.6
d3501804ca752118,add_to_cart,2023-06-06 18:37:00,P016,2878.34
73db2985dabd9846,checkout,2023-06-06 05:26:00,P011,1686.795
841278531d075de5,checkout,2023-06-03 23:05:00,P015,1686.795
c2cefffe781d450e,login,2023-06-04 04:12:00,P006,615.26
387f690c06b87eed,login,2023-06-03 04:36:00,P014,1882.13
ff898101f4323e1c,page_view,2023-06-02 05:22:00,P026,1415.83
73c797619f778f3e,page_view,2023-06-02 06:17:00,P003,2554.6
e62c2c5eb287c421,logout,2023-06-04 18:29:00,P007,1316.68
3e99138c676b73e0,checkout,2023-06-02 11:22:00,P022,1686.795
5819496ddc7ac65b,wishlist_add,2023-06-01 16:44:00,P026,330.13
2bc621ee4a5d6df7,profile_update,2023-06-06 16:34:00,P015,2401.07
5e45d1b815cfea74,profile_update,2023-06-03 21:09:00,P005,650.57
343ab98afa739870,page_view,2023-06-06 01:21:00,P001,200.12
2bc621ee4a5d6df7,checkout,2023-06-04 12:50:00,P011,1686.795
1b8eeed2d94328d6,search,2023-06-03 12:09:00,P018,1681.26
b8b1ef4b8e5f419b,add_to_cart,2023-06-06 14:04:00,P020,1771.295
65e38538d0e6a06b,logout,2023-06-02 14:59:00,P018,1051.46
8083b1487af23013,page_view,2023-06-02 08:35:00,P010,2276.48
0435180e0c345d38,wishlist_add,2023-06-06 11:41:00,P005,1934.35
870e8525d7251c36,wishlist_add,2023-06-05 04:21:00,P024,1727.7150000000001
4000894d1115feb4,login,2023-06-05 02:13:00,P022,1462.7350000000001
c5ad357e07bbe472,add_to_cart,2023-06-02 16:17:00,P008,2632.22
c8ab700fbe7a7653,search,2023-06-03 11:48:00,P028,1681.26
81104dfd1b43058c,page_view,2023-06-05 05:42:00,P026,309.67
03e994e29c20d135,checkout,2023-06-04 14:16:00,P009,2223.09
73b4b939728915f8,login,2023-06-01 08:21:00,P020,2021.21
cacad444cc66def6,profile_update,2023-06-02 13:05:00,P003,940.43
68f619a8319a7ee4,wishlist_add,2023-06-05 01:45:00,P028,960.51
15fc58b80916d39d,search,2023-06-03 09:40:00,P026,327.12
8083b1487af23013,checkout,2023-06-04 01:25:00,P015,1204.39
9ff7050888d4aa91,login,2023-06-04 04:41:00,P012,1462.7350000000001
89c196f27cf84a59,login,2023-06-05 13:12:00,P005,2516.73
f23328cb4919aa13,add_to_cart,2023-06-04 15:59:00,P012,2530.51
da3aeb21531b57eb,profile_update,2023-06-03 09:27:00,P005,1417.06
9540c9ecf8c9f9fb,checkout,2023-06-02 20:12:00,P010,1686.795
4f6955a27aac367e,wishlist_add,2023-06-05 07:53:00,P019,1781.13
20c097ff4ce8c0e6,search,2023-06-05 21:06:00,P022,1077.87
e62c2c5eb287c421,wishlist_add,2023-06-04 00:08:00,P014,1902.2
4cf5d35ab1510fd0,add_to_cart,2023-06-06 18:27:00,P007,1781.07
95e03f74510cc1b4,checkout,2023-06-03 15:26:00,P012,1686.795
a98cdd1e4486d19d,login,2023-06-02 19:46:00,P017,1462.7350000000001
42c44862f31c8d09,profile_update,2023-06-06 03:10:00,P022,256.78
e0a608857a212d11,add_to_cart,2023-06-06 01:45:00,P029,1771.295
71f87427dfa47999,logout,2023-06-03 12:04:00,P003,975.29
841278531d075de5,add_to_cart,2023-06-03 07:28:00,P002,1771.295
84ee917dc1579d6d,wishlist_add,2023-06-04 08:34:00,P026,1727.7150000000001
28c4cf50d0587f11,search,2023-06-05 16:48:00,P003,1681.26
4d558e9ef19e3129,profile_update,2023-06-04 08:06:00,P028,1526.79
96c8a849c341d381,wishlist_add,2023-06-04 22:00:00,P011,1727.7150000000001
2a197e1bcee693ce,logout,2023-06-06 02:37:00,P006,1316.68
89c196f27cf84a59,checkout,2023-06-05 20:01:00,P025,1686.795
7ec0e0f0abd48130,login,2023-06-05 14:27:00,P014,1462.7350000000001
f8e50ef719037ead,login,2023-06-02 20:17:00,P010,1136.96
c4697f38367e2108,login,2023-06-01 11:23:00,P005,1462.7350000000001
d8f4e6a2cf6f3ed1,profile_update,2023-06-03 07:55:00,P020,1664.01
73a132f775d7ec0a,login,2023-06-04 19:06:00,P026,595.49
3e99138c676b73e0,profile_update,2023-06-06 07:05:00,P020,1202.3
9540c9ecf8c9f9fb,logout,2023-06-05 04:18:00,P004,1014.26
73c797619f778f3e,login,2023-06-06 01:25:00,P024,1462.7350000000001
23d439597fe147c3,checkout,2023-06-05 01:14:00,P017,1613.16
522872cf3599c692,add_to_cart,2023-06-06 17:11:00,P027,1028.03
3012f88193913c83,login,2023-06-04 11:29:00,P017,818.52
1178451350f4b7bf,checkout,2023-06-02 20:05:00,P009,1686.795
3147f0d803e80140,checkout,2023-06-02 17:38:00,P010,1686.795
6677c42af5f89bea,search,2023-06-03 02:25:00,P022,1681.26
8e96c45b11b443ba,login,2023-06-03 12:54:00,P009,1391.61
7e8635449ca1fa2d,add_to_cart,2023-06-06 15:48:00,P027,2267.56
59970ccedbe2eb2d,login,2023-06-06 02:04:00,P028,2056.05
ad6342f6fc3f7744,add_to_cart,2023-06-05 10:36:00,P023,1771.295
43cb71001c80e2d9,profile_update,2023-06-05 08:35:00,P027,2208.1
f8e50ef719037ead,login,2023-06-06 12:14:00,P029,1589.38
beb7144df364b5a9,page_view,2023-06-03 16:20:00,P012,2773.7
5a75cbcdec3915ed,add_to_cart,2023-06-06 13:26:00,P001,2408.78
9409c82689e6d63d,add_to_cart,2023-06-04 01:16:00,P014,1410.06
97c64c6be4d20cb0,search,2023-06-04 07:52:00,P029,1681.26
a47f92beea8c8bd1,login,2023-06-02 21:35:00,P009,1462.7350000000001
d81b7026ad55c4d0,logout,2023-06-04 03:46:00,P011,850.03
bb60934b16dcc8b8,login,2023-06-03 19:23:00,P016,2137.8
f1dabc53266e5aa3,page_view,2023-06-03 23:11:00,P025,1643.72
ad6342f6fc3f7744,wishlist_add,2023-06-06 19:07:00,P002,1727.7150000000001
16a2955b2aca9515,login,2023-06-04 07:40:00,P022,1462.7350000000001
ad82fdb7990c21f6,wishlist_add,2023-06-06 15:39:00,P006,1938.83
6677c42af5f89bea,search,2023-06-03 21:59:00,P007,1275.7
7ec0e0f0abd48130,search,2023-06-02 07:29:00,P021,724.18
43cb71001c80e2d9,wishlist_add,2023-06-01 20:46:00,P025,2356.49
7683d5c75c632536,login,2023-06-02 01:41:00,P013,2537.82
35bd932450f7e20a,checkout,2023-06-05 05:01:00,P008,1686.795
781585c757388b6d,wishlist_add,2023-06-03 07:15:00,P001,1727.7150000000001
c1895a973d579bd8,profile_update,2023-06-05 10:10:00,P027,1141.76
b02d1db6ecfc715f,wishlist_add,2023-06-03 05:19:00,P010,2283.39
7bbaab51b203631d,logout,2023-06-01 14:56:00,P012,2329.66
89c196f27cf84a59,page_view,2023-06-04 18:16:00,P004,1787.47
cdd2a05445f6b2a5,checkout,2023-06-04 04:33:00,P010,330.57
0435180e0c345d38,login,2023-06-01 12:21:00,P020,2448.64
f2310c4a89e29219,checkout,2023-06-02 17:49:00,P021,1686.795
387f690c06b87eed,profile_update,2023-06-03 22:00:00,P002,2346.95
960bc83e63f29be6,add_to_cart,2023-06-02 23:44:00,P019,1771.295
88e8e7c005f76a84,logout,2023-06-04 06:28:00,P022,1316.68
1f33ab9a98fac38f,search,2023-06-03 15:32:00,P005,1681.26
bb44bd9e9a8d9a55,search,2023-06-03 21:55:00,P028,1199.35
6540610d98d5b374,add_to_cart,2023-06-02 20:46:00,P008,1771.295
baeb2ca07814a651,checkout,2023-06-05 11:32:00,P010,1952.09
a3506997784f4fa1,search,2023-06-02 12:42:00,P014,1681.26
781585c757388b6d,profile_update,2023-06-06 02:48:00,P019,1664.01
8e96c45b11b443ba,profile_update,2023-06-01 14:13:00,P011,1664.01
9540c9ecf8c9f9fb,page_view,2023-06-04 14:46:00,P014,1643.72
df7f2321f35831b3,search,2023-06-06 19:37:00,P028,1681.26
30ce499369915932,wishlist_add,2023-06-06 02:18:00,P024,1727.7150000000001
841278531d075de5,wishlist_add,2023-06-03 03:00:00,P019,777.24
8aea76f4f4342694,add_to_cart,2023-06-05 05:20:00,P028,1771.295
3da5e65f41190e7e,profile_update,2023-06-06 18:55:00,P020,2085.12
e90d8c25c17fe4b1,profile_update,2023-06-04 03:33:00,P018,1389.04
74cf7a7bd18b7d32,checkout,2023-06-04 23:13:00,P011,808.5
2c1f1fb390db7db1,add_to_cart,2023-06-03 07:31:00,P021,1704.58
