user_key,product_key,event_type_key,date_key,session_id,event_time,amount,minutes_since_prev
26,10,4,20230601,1146cb24ebca84e7_S1,2023-06-01 18:23:00,1316.68,
26,6,4,20230603,1146cb24ebca84e7_S2,2023-06-03 09:35:00,2436.31,2352.0
26,17,5,20230604,1146cb24ebca84e7_S3,2023-06-04 22:06:00,1643.72,2191.0
27,12,6,20230601,1178451350f4b7bf_S1,2023-06-01 10:37:00,2179.23,
27,9,2,20230602,1178451350f4b7bf_S2,2023-06-02 20:05:00,1686.795,2008.0
27,17,2,20230603,1178451350f4b7bf_S3,2023-06-03 08:36:00,1686.795,751.0
27,24,5,20230605,1178451350f4b7bf_S4,2023-06-05 07:02:00,1593.51,2786.0
27,6,1,20230605,1178451350f4b7bf_S5,2023-06-05 11:07:00,1772.55,245.0
28,24,2,20230602,1270bfa0b0992e1b_S1,2023-06-02 23:19:00,2731.71,
28,2,3,20230604,1270bfa0b0992e1b_S2,2023-06-04 09:00:00,2788.94,2021.0
28,27,4,20230604,1270bfa0b0992e1b_S3,2023-06-04 12:18:00,1727.66,198.0
28,5,5,20230604,1270bfa0b0992e1b_S4,2023-06-04 16:48:00,868.8,270.0
28,29,1,20230606,1270bfa0b0992e1b_S5,2023-06-06 05:39:00,1088.64,2211.0
29,24,7,20230604,13686dd810e7f1fc_S1,2023-06-04 02:29:00,1681.26,
29,24,8,20230604,13686dd810e7f1fc_S2,2023-06-04 07:26:00,1727.715,297.0
29,17,2,20230604,13686dd810e7f1fc_S3,2023-06-04 12:52:00,1686.795,326.0
30,26,2,20230603,1391f8836e53c7e6_S1,2023-06-03 17:47:00,1686.795,
30,17,8,20230603,1391f8836e53c7e6_S2,2023-06-03 21:45:00,1727.715,238.0
30,29,2,20230604,1391f8836e53c7e6_S3,2023-06-04 07:07:00,705.22,562.0
30,5,2,20230605,1391f8836e53c7e6_S4,2023-06-05 08:33:00,1686.795,1526.0
30,6,5,20230606,1391f8836e53c7e6_S5,2023-06-06 18:35:00,2076.13,2042.0
31,27,1,20230602,13ed929b3e6d40a1_S1,2023-06-02 11:06:00,2737.7,
31,15,3,20230602,13ed929b3e6d40a1_S2,2023-06-02 13:46:00,2637.74,160.0
31,11,1,20230602,13ed929b3e6d40a1_S3,2023-06-02 18:17:00,1953.64,271.0
31,13,5,20230603,13ed929b3e6d40a1_S4,2023-06-03 14:41:00,1643.72,1224.0
31,9,5,20230604,13ed929b3e6d40a1_S5,2023-06-04 03:28:00,1588.91,767.0
32,10,7,20230602,1483fcff29eae192_S1,2023-06-02 03:08:00,1681.26,
32,8,3,20230603,1483fcff29eae192_S2,2023-06-03 22:12:00,1462.735,2584.0
32,19,8,20230606,1483fcff29eae192_S3,2023-06-06 05:08:00,2465.97,3296.0
33,12,7,20230603,15a1f3a7a52f3803_S1,2023-06-03 16:14:00,939.07,
33,5,3,20230605,15a1f3a7a52f3803_S2,2023-06-05 08:30:00,1462.735,2416.0
34,9,6,20230601,15fc58b80916d39d_S1,2023-06-01 11:54:00,1071.66,
34,7,2,20230602,15fc58b80916d39d_S2,2023-06-02 22:29:00,1686.795,2075.0
34,9,7,20230603,15fc58b80916d39d_S3,2023-06-03 00:30:00,1681.26,121.0
34,9,6,20230603,15fc58b80916d39d_S4,2023-06-03 05:56:00,1252.73,326.0
34,26,7,20230603,15fc58b80916d39d_S5,2023-06-03 09:40:00,327.12,224.0
34,20,6,20230605,15fc58b80916d39d_S6,2023-06-05 02:38:00,1787.22,2458.0
35,7,3,20230602,161dcac1477baec2_S1,2023-06-02 21:54:00,1462.735,
35,24,2,20230603,161dcac1477baec2_S2,2023-06-03 03:06:00,1686.795,312.0
35,12,6,20230604,161dcac1477baec2_S3,2023-06-04 07:49:00,673.26,1723.0
35,3,6,20230605,161dcac1477baec2_S4,2023-06-05 12:06:00,1044.73,1697.0
36,17,3,20230602,16a2955b2aca9515_S1,2023-06-02 01:08:00,556.1,
36,8,5,20230602,16a2955b2aca9515_S2,2023-06-02 03:47:00,630.74,159.0
36,22,4,20230602,16a2955b2aca9515_S3,2023-06-02 16:51:00,1316.68,784.0
36,22,3,20230602,16a2955b2aca9515_S4,2023-06-02 19:30:00,1962.27,159.0
36,19,3,20230603,16a2955b2aca9515_S5,2023-06-03 07:08:00,1462.735,698.0
36,20,4,20230603,16a2955b2aca9515_S6,2023-06-03 13:22:00,1316.68,374.0
36,17,1,20230604,16a2955b2aca9515_S7,2023-06-04 06:34:00,1771.295,1032.0
36,22,3,20230604,16a2955b2aca9515_S8,2023-06-04 07:40:00,1462.735,66.0
36,20,5,20230604,16a2955b2aca9515_S9,2023-06-04 20:16:00,1491.28,756.0
37,24,5,20230602,16f2c0bfff86144e_S1,2023-06-02 08:59:00,1235.21,
37,2,2,20230605,16f2c0bfff86144e_S2,2023-06-05 03:37:00,1388.02,3998.0
37,6,6,20230605,16f2c0bfff86144e_S3,2023-06-05 10:30:00,1664.01,413.0
38,1,7,20230603,17ceaea355240c7d_S1,2023-06-03 22:15:00,1681.26,
38,24,3,20230604,17ceaea355240c7d_S2,2023-06-04 05:25:00,1457.54,430.0
38,7,6,20230604,17ceaea355240c7d_S3,2023-06-04 15:12:00,1664.01,587.0
38,17,6,20230605,17ceaea355240c7d_S4,2023-06-05 02:11:00,1540.9,659.0
38,17,8,20230605,17ceaea355240c7d_S5,2023-06-05 16:32:00,1409.74,861.0
38,12,6,20230605,17ceaea355240c7d_S6,2023-06-05 20:37:00,571.85,245.0
39,22,2,20230605,184ec505d13ec218_S1,2023-06-05 13:01:00,1686.795,
39,1,3,20230605,184ec505d13ec218_S2,2023-06-05 23:16:00,1462.735,615.0
40,21,1,20230602,18780c033cc89a26_S1,2023-06-02 02:45:00,1771.295,
40,24,7,20230602,18780c033cc89a26_S2,2023-06-02 03:39:00,1681.26,54.0
40,20,8,20230602,18780c033cc89a26_S3,2023-06-02 06:13:00,1441.72,154.0
40,1,2,20230603,18780c033cc89a26_S4,2023-06-03 10:12:00,632.71,1679.0
40,4,1,20230603,18780c033cc89a26_S5,2023-06-03 13:35:00,2314.23,203.0
40,24,4,20230603,18780c033cc89a26_S6,2023-06-03 21:47:00,1534.3,492.0
40,2,7,20230604,18780c033cc89a26_S7,2023-06-04 03:00:00,1681.26,313.0
40,6,1,20230605,18780c033cc89a26_S8,2023-06-05 22:00:00,1771.295,2580.0
40,27,7,20230606,18780c033cc89a26_S9,2023-06-06 07:03:00,2480.12,543.0
41,8,1,20230603,1a7d62a5bb66a3e4_S1,2023-06-03 11:22:00,1771.295,
41,28,4,20230604,1a7d62a5bb66a3e4_S2,2023-06-04 02:34:00,827.2,912.0
41,5,6,20230605,1a7d62a5bb66a3e4_S3,2023-06-05 02:09:00,206.14,1415.0
41,15,7,20230606,1a7d62a5bb66a3e4_S4,2023-06-06 00:19:00,358.89,1330.0
41,16,1,20230606,1a7d62a5bb66a3e4_S5,2023-06-06 19:38:00,2891.19,1159.0
42,25,2,20230601,1b446010eb6f5d3d_S1,2023-06-01 11:52:00,1686.795,
42,16,8,20230601,1b446010eb6f5d3d_S2,2023-06-01 16:07:00,1727.715,255.0
42,8,7,20230602,1b446010eb6f5d3d_S3,2023-06-02 05:41:00,1428.02,814.0
42,11,3,20230602,1b446010eb6f5d3d_S4,2023-06-02 13:49:00,2498.53,488.0
42,4,8,20230603,1b446010eb6f5d3d_S5,2023-06-03 09:47:00,1727.715,1198.0
42,5,5,20230605,1b446010eb6f5d3d_S6,2023-06-05 01:00:00,1643.72,2353.0
42,5,1,20230606,1b446010eb6f5d3d_S7,2023-06-06 09:55:00,1771.295,1975.0
42,10,5,20230606,1b446010eb6f5d3d_S8,2023-06-06 17:10:00,1805.2,435.0
43,1,3,20230602,1b489406560a1c07_S1,2023-06-02 13:48:00,2792.22,
43,23,5,20230603,1b489406560a1c07_S2,2023-06-03 17:04:00,1858.0,1636.0
43,22,5,20230603,1b489406560a1c07_S3,2023-06-03 21:53:00,1979.66,289.0
43,2,8,20230605,1b489406560a1c07_S4,2023-06-05 09:17:00,1727.715,2124.0
43,12,5,20230605,1b489406560a1c07_S5,2023-06-05 14:03:00,1649.38,286.0
43,24,6,20230605,1b489406560a1c07_S6,2023-06-05 16:27:00,1664.01,144.0
44,11,5,20230601,1b8eeed2d94328d6_S1,2023-06-01 19:46:00,1643.72,
44,8,1,20230603,1b8eeed2d94328d6_S2,2023-06-03 03:39:00,1759.89,1913.0
44,18,7,20230603,1b8eeed2d94328d6_S3,2023-06-03 12:09:00,1681.26,510.0
44,16,7,20230603,1b8eeed2d94328d6_S4,2023-06-03 22:39:00,1702.74,630.0
45,21,6,20230602,1bb92436c6eedb6b_S1,2023-06-02 03:04:00,1664.01,
45,13,2,20230602,1bb92436c6eedb6b_S2,2023-06-02 07:05:00,1763.65,241.0
45,25,1,20230603,1bb92436c6eedb6b_S3,2023-06-03 10:17:00,2839.55,1632.0
45,11,1,20230603,1bb92436c6eedb6b_S4,2023-06-03 18:16:00,2597.9,479.0
45,12,5,20230603,1bb92436c6eedb6b_S5,2023-06-03 22:50:00,1643.72,274.0
45,28,8,20230604,1bb92436c6eedb6b_S6,2023-06-04 03:20:00,1727.715,270.0
45,6,6,20230606,1bb92436c6eedb6b_S7,2023-06-06 10:42:00,1664.01,3322.0
46,5,7,20230601,1bf8aa9944b0cc89_S1,2023-06-01 23:50:00,1681.26,
46,29,3,20230602,1bf8aa9944b0cc89_S2,2023-06-02 02:17:00,1462.735,147.0
46,12,7,20230602,1bf8aa9944b0cc89_S3,2023-06-02 03:02:00,2706.02,45.0
46,27,3,20230602,1bf8aa9944b0cc89_S4,2023-06-02 19:58:00,1462.735,1016.0
46,13,5,20230605,1bf8aa9944b0cc89_S5,2023-06-05 16:45:00,1643.72,4127.0
46,4,5,20230606,1bf8aa9944b0cc89_S6,2023-06-06 11:30:00,980.23,1125.0
47,26,1,20230602,1ca359922db03ead_S1,2023-06-02 12:08:00,1771.295,
47,16,6,20230603,1ca359922db03ead_S2,2023-06-03 08:41:00,1664.01,1233.0
47,24,5,20230603,1ca359922db03ead_S3,2023-06-03 15:44:00,1643.72,423.0
47,19,1,20230603,1ca359922db03ead_S3,2023-06-03 15:46:00,1771.295,2.0
47,11,7,20230603,1ca359922db03ead_S4,2023-06-03 23:04:00,1681.26,438.0
48,2,4,20230601,1e61421de7871bdb_S1,2023-06-01 13:28:00,833.02,
48,13,6,20230601,1e61421de7871bdb_S2,2023-06-01 23:30:00,1834.59,602.0
48,27,3,20230602,1e61421de7871bdb_S3,2023-06-02 18:43:00,1462.735,1153.0
48,28,6,20230603,1e61421de7871bdb_S4,2023-06-03 00:10:00,1664.01,327.0
48,12,4,20230603,1e61421de7871bdb_S5,2023-06-03 22:44:00,1316.68,1354.0
48,9,3,20230605,1e61421de7871bdb_S6,2023-06-05 05:32:00,1462.735,1848.0
48,25,5,20230605,1e61421de7871bdb_S7,2023-06-05 15:46:00,1643.72,614.0
49,29,7,20230602,1eca661c6cde4105_S1,2023-06-02 12:11:00,1681.26,
49,8,6,20230602,1eca661c6cde4105_S2,2023-06-02 12:51:00,597.66,40.0
49,14,5,20230606,1eca661c6cde4105_S3,2023-06-06 00:18:00,1507.5,5007.0
49,25,5,20230606,1eca661c6cde4105_S4,2023-06-06 05:05:00,668.94,287.0
49,3,6,20230606,1eca661c6cde4105_S5,2023-06-06 11:09:00,1664.01,364.0
49,10,5,20230606,1eca661c6cde4105_S6,2023-06-06 15:36:00,1143.78,267.0
50,30,3,20230602,1f333bdeddace504_S1,2023-06-02 00:41:00,918.25,
50,24,6,20230602,1f333bdeddace504_S2,2023-06-02 08:13:00,2364.53,452.0
50,4,5,20230603,1f333bdeddace504_S3,2023-06-03 03:13:00,1643.72,1140.0
50,21,4,20230603,1f333bdeddace504_S4,2023-06-03 07:35:00,1316.68,262.0
50,3,5,20230604,1f333bdeddace504_S5,2023-06-04 13:36:00,1643.72,1801.0
50,26,7,20230605,1f333bdeddace504_S6,2023-06-05 05:49:00,2926.69,973.0
50,10,7,20230605,1f333bdeddace504_S7,2023-06-05 22:45:00,1681.26,1016.0
51,5,7,20230603,1f33ab9a98fac38f_S1,2023-06-03 15:32:00,1681.26,
51,27,1,20230603,1f33ab9a98fac38f_S2,2023-06-03 18:23:00,1771.295,171.0
51,6,1,20230604,1f33ab9a98fac38f_S3,2023-06-04 08:00:00,1771.295,817.0
51,1,2,20230605,1f33ab9a98fac38f_S4,2023-06-05 04:01:00,1686.795,1201.0
51,13,1,20230605,1f33ab9a98fac38f_S5,2023-06-05 09:48:00,1207.09,347.0
51,8,6,20230606,1f33ab9a98fac38f_S6,2023-06-06 04:43:00,1855.06,1135.0
52,18,6,20230602,1fb213cd384f6729_S1,2023-06-02 13:45:00,2545.69,
52,30,4,20230602,1fb213cd384f6729_S2,2023-06-02 18:00:00,1177.03,255.0
52,9,8,20230602,1fb213cd384f6729_S3,2023-06-02 22:57:00,1727.715,297.0
52,3,1,20230603,1fb213cd384f6729_S4,2023-06-03 11:31:00,1771.295,754.0
52,19,5,20230604,1fb213cd384f6729_S5,2023-06-04 09:06:00,1643.72,1295.0
52,10,1,20230604,1fb213cd384f6729_S6,2023-06-04 16:11:00,2433.51,425.0
52,21,4,20230605,1fb213cd384f6729_S7,2023-06-05 06:13:00,2706.11,842.0
52,4,3,20230606,1fb213cd384f6729_S8,2023-06-06 04:46:00,1462.735,1353.0
52,2,8,20230606,1fb213cd384f6729_S9,2023-06-06 14:20:00,1727.715,574.0
52,29,3,20230606,1fb213cd384f6729_S10,2023-06-06 16:51:00,1462.735,151.0
53,28,1,20230601,204a336eee9c4144_S1,2023-06-01 14:56:00,2994.64,
53,11,4,20230603,204a336eee9c4144_S2,2023-06-03 14:37:00,1316.68,2861.0
53,26,7,20230603,204a336eee9c4144_S3,2023-06-03 16:01:00,1698.57,84.0
53,11,8,20230603,204a336eee9c4144_S4,2023-06-03 21:57:00,2787.43,356.0
53,24,7,20230604,204a336eee9c4144_S5,2023-06-04 05:01:00,1681.26,424.0
53,1,6,20230604,204a336eee9c4144_S6,2023-06-04 12:45:00,1664.01,464.0
53,24,7,20230604,204a336eee9c4144_S7,2023-06-04 16:09:00,1681.26,204.0
53,26,7,20230606,204a336eee9c4144_S8,2023-06-06 10:33:00,1681.26,2544.0
53,8,7,20230606,204a336eee9c4144_S9,2023-06-06 13:54:00,477.67,201.0
54,15,3,20230603,20c097ff4ce8c0e6_S1,2023-06-03 15:47:00,251.52,
54,17,1,20230604,20c097ff4ce8c0e6_S2,2023-06-04 18:10:00,1771.295,1583.0
54,22,7,20230605,20c097ff4ce8c0e6_S3,2023-06-05 21:06:00,1077.87,1616.0
55,26,2,20230602,21032b5456410749_S1,2023-06-02 19:05:00,1686.795,
55,6,2,20230602,21032b5456410749_S2,2023-06-02 20:34:00,1686.795,89.0
55,19,2,20230603,21032b5456410749_S3,2023-06-03 07:55:00,2773.79,681.0
55,19,6,20230603,21032b5456410749_S4,2023-06-03 19:35:00,2390.05,700.0
55,13,4,20230603,21032b5456410749_S5,2023-06-03 20:07:00,1316.68,32.0
55,13,7,20230604,21032b5456410749_S6,2023-06-04 16:43:00,1816.67,1236.0
55,29,3,20230606,21032b5456410749_S7,2023-06-06 18:01:00,1462.735,2958.0
