session_id,user_key,date_key,session_start,session_end,session_duration_minutes,event_count,unique_products,session_revenue
1270bfa0b0992e1b_S4,28,20230604,2023-06-04 16:48:00,2023-06-04 16:48:00,0.0,1,1,868.8
1270bfa0b0992e1b_S5,28,20230606,2023-06-06 05:39:00,2023-06-06 05:39:00,0.0,1,1,1088.64
13686dd810e7f1fc_S1,29,20230604,2023-06-04 02:29:00,2023-06-04 02:29:00,0.0,1,1,1681.26
13686dd810e7f1fc_S2,29,20230604,2023-06-04 07:26:00,2023-06-04 07:26:00,0.0,1,1,1727.715
13686dd810e7f1fc_S3,29,20230604,2023-06-04 12:52:00,2023-06-04 12:52:00,0.0,1,1,1686.795
1391f8836e53c7e6_S1,30,20230603,2023-06-03 17:47:00,2023-06-03 17:47:00,0.0,1,1,1686.795
1391f8836e53c7e6_S2,30,20230603,2023-06-03 21:45:00,2023-06-03 21:45:00,0.0,1,1,1727.715
1391f8836e53c7e6_S3,30,20230604,2023-06-04 07:07:00,2023-06-04 07:07:00,0.0,1,1,705.22
1391f8836e53c7e6_S4,30,20230605,2023-06-05 08:33:00,2023-06-05 08:33:00,0.0,1,1,1686.795
1391f8836e53c7e6_S5,30,20230606,2023-06-06 18:35:00,2023-06-06 18:35:00,0.0,1,1,2076.13
13ed929b3e6d40a1_S1,31,20230602,2023-06-02 11:06:00,2023-06-02 11:06:00,0.0,1,1,2737.7
13ed929b3e6d40a1_S2,31,20230602,2023-06-02 13:46:00,2023-06-02 13:46:00,0.0,1,1,2637.74
13ed929b3e6d40a1_S3,31,20230602,2023-06-02 18:17:00,2023-06-02 18:17:00,0.0,1,1,1953.64
13ed929b3e6d40a1_S4,31,20230603,2023-06-03 14:41:00,2023-06-03 14:41:00,0.0,1,1,1643.72
13ed929b3e6d40a1_S5,31,20230604,2023-06-04 03:28:00,2023-06-04 03:28:00,0.0,1,1,1588.91
1483fcff29eae192_S1,32,20230602,2023-06-02 03:08:00,2023-06-02 03:08:00,0.0,1,1,1681.26
1483fcff29eae192_S2,32,20230603,2023-06-03 22:12:00,2023-06-03 22:12:00,0.0,1,1,1462.735
1483fcff29eae192_S3,32,20230606,2023-06-06 05:08:00,2023-06-06 05:08:00,0.0,1,1,2465.97
15a1f3a7a52f3803_S1,33,20230603,2023-06-03 16:14:00,2023-06-03 16:14:00,0.0,1,1,939.07
15a1f3a7a52f3803_S2,33,20230605,2023-06-05 08:30:00,2023-06-05 08:30:00,0.0,1,1,1462.735
15fc58b80916d39d_S1,34,20230601,2023-06-01 11:54:00,2023-06-01 11:54:00,0.0,1,1,1071.66
15fc58b80916d39d_S2,34,20230602,2023-06-02 22:29:00,2023-06-02 22:29:00,0.0,1,1,1686.795
15fc58b80916d39d_S3,34,20230603,2023-06-03 00:30:00,2023-06-03 00:30:00,0.0,1,1,1681.26
15fc58b80916d39d_S4,34,20230603,2023-06-03 05:56:00,2023-06-03 05:56:00,0.0,1,1,1252.73
15fc58b80916d39d_S5,34,20230603,2023-06-03 09:40:00,2023-06-03 09:40:00,0.0,1,1,327.12
15fc58b80916d39d_S6,34,20230605,2023-06-05 02:38:00,2023-06-05 02:38:00,0.0,1,1,1787.22
161dcac1477baec2_S1,35,20230602,2023-06-02 21:54:00,2023-06-02 21:54:00,0.0,1,1,1462.735
161dcac1477baec2_S2,35,20230603,2023-06-03 03:06:00,2023-06-03 03:06:00,0.0,1,1,1686.795
161dcac1477baec2_S3,35,20230604,2023-06-04 07:49:00,2023-06-04 07:49:00,0.0,1,1,673.26
161dcac1477baec2_S4,35,20230605,2023-06-05 12:06:00,2023-06-05 12:06:00,0.0,1,1,1044.73
16a2955b2aca9515_S1,36,20230602,2023-06-02 01:08:00,2023-06-02 01:08:00,0.0,1,1,556.1
16a2955b2aca9515_S2,36,20230602,2023-06-02 03:47:00,2023-06-02 03:47:00,0.0,1,1,630.74
16a2955b2aca9515_S3,36,20230602,2023-06-02 16:51:00,2023-06-02 16:51:00,0.0,1,1,1316.68
16a2955b2aca9515_S4,36,20230602,2023-06-02 19:30:00,2023-06-02 19:30:00,0.0,1,1,1962.27
16a2955b2aca9515_S5,36,20230603,2023-06-03 07:08:00,2023-06-03 07:08:00,0.0,1,1,1462.735
16a2955b2aca9515_S6,36,20230603,2023-06-03 13:22:00,2023-06-03 13:22:00,0.0,1,1,1316.68
16a2955b2aca9515_S7,36,20230604,2023-06-04 06:34:00,2023-06-04 06:34:00,0.0,1,1,1771.295
16a2955b2aca9515_S8,36,20230604,2023-06-04 07:40:00,2023-06-04 07:40:00,0.0,1,1,1462.735
16a2955b2aca9515_S9,36,20230604,2023-06-04 20:16:00,2023-06-04 20:16:00,0.0,1,1,1491.28
16f2c0bfff86144e_S1,37,20230602,2023-06-02 08:59:00,2023-06-02 08:59:00,0.0,1,1,1235.21
16f2c0bfff86144e_S2,37,20230605,2023-06-05 03:37:00,2023-06-05 03:37:00,0.0,1,1,1388.02
16f2c0bfff86144e_S3,37,20230605,2023-06-05 10:30:00,2023-06-05 10:30:00,0.0,1,1,1664.01
17ceaea355240c7d_S1,38,20230603,2023-06-03 22:15:00,2023-06-03 22:15:00,0.0,1,1,1681.26
17ceaea355240c7d_S2,38,20230604,2023-06-04 05:25:00,2023-06-04 05:25:00,0.0,1,1,1457.54
17ceaea355240c7d_S3,38,20230604,2023-06-04 15:12:00,2023-06-04 15:12:00,0.0,1,1,1664.01
17ceaea355240c7d_S4,38,20230605,2023-06-05 02:11:00,2023-06-05 02:11:00,0.0,1,1,1540.9
17ceaea355240c7d_S5,38,20230605,2023-06-05 16:32:00,2023-06-05 16:32:00,0.0,1,1,1409.74
17ceaea355240c7d_S6,38,20230605,2023-06-05 20:37:00,2023-06-05 20:37:00,0.0,1,1,571.85
184ec505d13ec218_S1,39,20230605,2023-06-05 13:01:00,2023-06-05 13:01:00,0.0,1,1,1686.795
184ec505d13ec218_S2,39,20230605,2023-06-05 23:16:00,2023-06-05 23:16:00,0.0,1,1,1462.735
18780c033cc89a26_S1,40,20230602,2023-06-02 02:45:00,2023-06-02 02:45:00,0.0,1,1,1771.295
18780c033cc89a26_S2,40,20230602,2023-06-02 03:39:00,2023-06-02 03:39:00,0.0,1,1,1681.26
18780c033cc89a26_S3,40,20230602,2023-06-02 06:13:00,2023-06-02 06:13:00,0.0,1,1,1441.72
18780c033cc89a26_S4,40,20230603,2023-06-03 10:12:00,2023-06-03 10:12:00,0.0,1,1,632.71
18780c033cc89a26_S5,40,20230603,2023-06-03 13:35:00,2023-06-03 13:35:00,0.0,1,1,2314.23
18780c033cc89a26_S6,40,20230603,2023-06-03 21:47:00,2023-06-03 21:47:00,0.0,1,1,1534.3
18780c033cc89a26_S7,40,20230604,2023-06-04 03:00:00,2023-06-04 03:00:00,0.0,1,1,1681.26
18780c033cc89a26_S8,40,20230605,2023-06-05 22:00:00,2023-06-05 22:00:00,0.0,1,1,1771.295
18780c033cc89a26_S9,40,20230606,2023-06-06 07:03:00,2023-06-06 07:03:00,0.0,1,1,2480.12
1a7d62a5bb66a3e4_S1,41,20230603,2023-06-03 11:22:00,2023-06-03 11:22:00,0.0,1,1,1771.295
1a7d62a5bb66a3e4_S2,41,20230604,2023-06-04 02:34:00,2023-06-04 02:34:00,0.0,1,1,827.2
1a7d62a5bb66a3e4_S3,41,20230605,2023-06-05 02:09:00,2023-06-05 02:09:00,0.0,1,1,206.14
1a7d62a5bb66a3e4_S4,41,20230606,2023-06-06 00:19:00,2023-06-06 00:19:00,0.0,1,1,358.89
1a7d62a5bb66a3e4_S5,41,20230606,2023-06-06 19:38:00,2023-06-06 19:38:00,0.0,1,1,2891.19
1b446010eb6f5d3d_S1,42,20230601,2023-06-01 11:52:00,2023-06-01 11:52:00,0.0,1,1,1686.795
1b446010eb6f5d3d_S2,42,20230601,2023-06-01 16:07:00,2023-06-01 16:07:00,0.0,1,1,1727.715
1b446010eb6f5d3d_S3,42,20230602,2023-06-02 05:41:00,2023-06-02 05:41:00,0.0,1,1,1428.02
1b446010eb6f5d3d_S4,42,20230602,2023-06-02 13:49:00,2023-06-02 13:49:00,0.0,1,1,2498.53
1b446010eb6f5d3d_S5,42,20230603,2023-06-03 09:47:00,2023-06-03 09:47:00,0.0,1,1,1727.715
1b446010eb6f5d3d_S6,42,20230605,2023-06-05 01:00:00,2023-06-05 01:00:00,0.0,1,1,1643.72
1b446010eb6f5d3d_S7,42,20230606,2023-06-06 09:55:00,2023-06-06 09:55:00,0.0,1,1,1771.295
1b446010eb6f5d3d_S8,42,20230606,2023-06-06 17:10:00,2023-06-06 17:10:00,0.0,1,1,1805.2
1b489406560a1c07_S1,43,20230602,2023-06-02 13:48:00,2023-06-02 13:48:00,0.0,1,1,2792.22
1b489406560a1c07_S2,43,20230603,2023-06-03 17:04:00,2023-06-03 17:04:00,0.0,1,1,1858.0
1b489406560a1c07_S3,43,20230603,2023-06-03 21:53:00,2023-06-03 21:53:00,0.0,1,1,1979.66
1b489406560a1c07_S4,43,20230605,2023-06-05 09:17:00,2023-06-05 09:17:00,0.0,1,1,1727.715
1b489406560a1c07_S5,43,20230605,2023-06-05 14:03:00,2023-06-05 14:03:00,0.0,1,1,1649.38
1b489406560a1c07_S6,43,20230605,2023-06-05 16:27:00,2023-06-05 16:27:00,0.0,1,1,1664.01
1b8eeed2d94328d6_S1,44,20230601,2023-06-01 19:46:00,2023-06-01 19:46:00,0.0,1,1,1643.72
1b8eeed2d94328d6_S2,44,20230603,2023-06-03 03:39:00,2023-06-03 03:39:00,0.0,1,1,1759.89
1b8eeed2d94328d6_S3,44,20230603,2023-06-03 12:09:00,2023-06-03 12:09:00,0.0,1,1,1681.26
1b8eeed2d94328d6_S4,44,20230603,2023-06-03 22:39:00,2023-06-03 22:39:00,0.0,1,1,1702.74
1bb92436c6eedb6b_S1,45,20230602,2023-06-02 03:04:00,2023-06-02 03:04:00,0.0,1,1,1664.01
1bb92436c6eedb6b_S2,45,20230602,2023-06-02 07:05:00,2023-06-02 07:05:00,0.0,1,1,1763.65
1bb92436c6eedb6b_S3,45,20230603,2023-06-03 10:17:00,2023-06-03 10:17:00,0.0,1,1,2839.55
1bb92436c6eedb6b_S4,45,20230603,2023-06-03 18:16:00,2023-06-03 18:16:00,0.0,1,1,2597.9
1bb92436c6eedb6b_S5,45,20230603,2023-06-03 22:50:00,2023-06-03 22:50:00,0.0,1,1,1643.72
1bb92436c6eedb6b_S6,45,20230604,2023-06-04 03:20:00,2023-06-04 03:20:00,0.0,1,1,1727.715
1bb92436c6eedb6b_S7,45,20230606,2023-06-06 10:42:00,2023-06-06 10:42:00,0.0,1,1,1664.01
1bf8aa9944b0cc89_S1,46,20230601,2023-06-01 23:50:00,2023-06-01 23:50:00,0.0,1,1,1681.26
